minutes,games,random,greedy,minimax2,untrained,safety,material,train_win,kc_active,mbon_hz,depressed
1.3,0,0.51,,,,0.4728,0.4592,,,,
13.9,1024,0.54,,,,0.6319,0.4765,0.5859,0.0781,38.067,0.0033
