minutes,games,random,greedy,minimax2,untrained,safety,material,train_win,kc_active,mbon_hz,depressed
1.2,0,0.49,,,,0.4548,0.5174,,,,
13.2,1024,0.56,,,,0.6156,0.5761,0.5625,0.0751,78.8807,0.0068
