minutes,games,random,greedy,minimax2,untrained,safety,material,train_win,kc_active,mbon_hz,depressed
1.3,0,0.52,,,,0.4365,0.481,,,,
14.0,1024,0.6,,,,0.5959,0.5024,0.5156,0.0825,44.3668,0.0134
