minutes,games,random,greedy,minimax2,untrained,safety,material,train_win,kc_active,mbon_hz,depressed
1.3,0,0.46,,,,0.4792,0.5494,,,,
13.7,1024,0.55,,,,0.6149,0.5467,0.6289,0.0949,52.4033,0.0051
