minutes,games,random,greedy,minimax2,untrained,safety,material,train_win,kc_active,mbon_hz,depressed
1.3,0,0.48,,,,0.4877,0.4958,,,,
13.2,1024,0.56,,,,0.4335,0.4649,0.4727,0.0759,36.42,0.0356
