minutes,games,random,greedy,minimax2,untrained,safety,material,train_win,kc_active,mbon_hz,depressed
1.2,0,0.55,,,,0.4148,0.5627,,,,
12.8,1024,0.68,,,,0.5629,0.5537,0.6406,0.0843,47.3276,0.0069
