minutes,games,random,greedy,minimax2,untrained,safety,material,train_win,kc_active,mbon_hz,depressed
1.2,0,0.65,,,,0.4123,0.5712,,,,
13.3,1024,0.62,,,,0.6355,0.5451,0.7109,0.0929,44.0361,0.0265
