minutes,games,random,greedy,minimax2,untrained,safety,material,train_win,kc_active,mbon_hz,depressed
1.2,0,0.59,,,,0.4807,0.4619,,,,
14.2,1024,0.69,,,,0.4568,0.5701,0.6992,0.0781,38.4613,0.0079
