minutes,games,random,greedy,minimax2,untrained,safety,material,train_win,kc_active,mbon_hz,depressed
1.3,0,0.57,,,,0.52,0.4927,,,,
13.3,1024,0.5,,,,0.507,0.5473,0.5625,0.0775,34.5257,0.0079
