minutes,games,random,greedy,minimax2,untrained,safety,material,train_win,kc_active,mbon_hz,depressed
1.2,0,0.55,,,,0.5788,0.4544,,,,
13.1,1024,0.67,,,,0.649,0.4937,0.5938,0.0611,59.8171,0.0036
