minutes,games,random,greedy,minimax2,untrained,safety,material,train_win,kc_active,mbon_hz,depressed
1.3,0,0.55,,,,0.5162,0.4481,,,,
13.9,1024,0.53,,,,0.4627,0.5213,0.6094,0.0838,34.4699,0.0267
