minutes,games,random,greedy,minimax2,untrained,safety,material,train_win,kc_active,mbon_hz,depressed
1.2,0,0.53,,,,0.4146,0.5154,,,,
13.4,1024,0.66,,,,0.6216,0.5108,0.6406,0.0792,37.8246,0.0063
