minutes,games,random,greedy,minimax2,untrained,safety,material,train_win,kc_active,mbon_hz,depressed
1.3,0,0.54,,,,0.5015,0.5174,,,,
13.4,1024,0.59,,,,0.5899,0.5299,0.4961,0.0707,35.1439,0.0024
