minutes,games,random,greedy,minimax2,untrained,safety,material,train_win,kc_active,mbon_hz,depressed
1.2,0,0.55,,,,0.5162,0.4481,,,,
13.9,1024,0.72,,,,0.5833,0.5498,0.707,0.082,39.1544,0.0082
