minutes,games,random,greedy,minimax2,untrained,safety,material,train_win,kc_active,mbon_hz,depressed
1.2,0,0.48,,,,0.4877,0.4958,,,,
14.4,1024,0.59,,,,0.4601,0.5737,0.6016,0.0759,37.0563,0.0061
