minutes,games,random,greedy,minimax2,untrained,safety,material,train_win,kc_active,mbon_hz,depressed
1.1,0,0.57,,,,0.5207,0.4691,,,,
12.6,1024,0.59,,,,0.5886,0.5785,0.6367,0.0653,74.1241,0.002
