minutes,games,random,greedy,minimax2,untrained,safety,material,train_win,kc_active,mbon_hz,depressed
1.2,0,0.48,,,,0.5351,0.4638,,,,
14.0,1024,0.58,,,,0.6195,0.5465,0.6172,0.0944,54.2223,0.0185
