minutes,games,random,greedy,minimax2,untrained,safety,material,train_win,kc_active,mbon_hz,depressed
1.2,0,0.46,,,,0.5246,0.4985,,,,
13.4,1024,0.55,,,,0.6132,0.552,0.543,0.0759,38.2426,0.0133
