minutes,games,random,greedy,minimax2,untrained,safety,material,train_win,kc_active,mbon_hz,depressed
1.2,0,0.4,,,,0.4692,0.5141,,,,
13.1,1024,0.61,,,,0.601,0.5627,0.6367,0.0612,51.1397,0.0092
