minutes,games,random,greedy,minimax2,untrained,safety,material,train_win,kc_active,mbon_hz,depressed
1.4,0,0.44,,,,0.5909,0.4686,,,,
13.7,1024,0.51,,,,0.5946,0.541,0.5234,0.0769,48.6887,0.0029
