minutes,games,random,greedy,minimax2,untrained,safety,material,train_win,kc_active,mbon_hz,depressed
1.4,0,0.43,,,,0.4347,0.5384,,,,
14.1,1024,0.49,,,,0.469,0.6462,0.543,0.0693,64.8756,0.0
