minutes,games,random,greedy,minimax2,untrained,safety,material,train_win,kc_active,mbon_hz,depressed
1.1,0,0.45,,,,0.5568,0.4977,,,,
13.6,1024,0.53,,,,0.5304,0.6871,0.5469,0.0782,37.3049,0.0053
