minutes,step,loss,rank,value,agree,own,train_win,test_loss,test_rank,test_value,test_agree,random,greedy,minimax2
1.9,1,,2.921,1.7464,1.0,2.7452,0.0,4.717,2.9795,1.7375,0.7143,,,
